country_id,country_name,phone_code,country_code,last_update_date,is_eu_member
389,MOCK_COUNTRY_389,489,M389,2026-08-31 14:30:00,False
390,MOCK_COUNTRY_390,490,M390,2026-08-31 14:30:00,False
391,MOCK_COUNTRY_391,491,M391,2026-08-31 14:30:00,False
392,MOCK_COUNTRY_392,492,M392,2026-08-31 14:30:00,False
393,MOCK_COUNTRY_393,493,M393,2026-08-31 14:30:00,False
394,MOCK_COUNTRY_394,494,M394,2026-08-31 14:30:00,False
395,MOCK_COUNTRY_395,495,M395,2026-08-31 14:30:00,False
396,MOCK_COUNTRY_396,496,M396,2026-08-31 14:30:00,True
397,MOCK_COUNTRY_397,497,M397,2026-08-31 14:30:00,False
398,MOCK_COUNTRY_398,498,M398,2026-08-31 14:30:00,False
399,MOCK_COUNTRY_399,499,M399,2026-08-31 14:30:00,False
400,MOCK_COUNTRY_400,500,M400,2026-08-31 14:30:00,False
