city_id,state_id,city_name,lattitude,longitude,last_update_date
360,ST-000360,Mock City 360,44.400073,-79.175579,2026-08-31 14:30:00
361,ST-000361,Mock City 361,36.704032,-123.013239,2026-08-31 14:30:00
362,ST-000362,Mock City 362,39.609834,-76.888199,2026-08-31 14:30:00
363,ST-000363,Mock City 363,31.595229,-97.741683,2026-08-31 14:30:00
364,ST-000364,Mock City 364,12.952986,76.335926,2026-08-31 14:30:00
365,ST-000365,Mock City 365,51.969382,-6.464214,2026-08-31 14:30:00
366,ST-000366,Mock City 366,43.120165,-80.132096,2026-08-31 14:30:00
367,ST-000367,Mock City 367,36.112181,-120.500567,2026-08-31 14:30:00
368,ST-000368,Mock City 368,40.051676,-77.261803,2026-08-31 14:30:00
369,ST-000369,Mock City 369,31.619559,-96.244383,2026-08-31 14:30:00
370,ST-000370,Mock City 370,13.488445,76.903133,2026-08-31 14:30:00
371,ST-000371,Mock City 371,51.970495,-5.491494,2026-08-31 14:30:00
372,ST-000372,Mock City 372,43.564702,-78.928672,2026-08-31 14:30:00
373,ST-000373,Mock City 373,38.586418,-122.841833,2026-08-31 14:30:00
374,ST-000374,Mock City 374,39.299789,-77.083046,2026-08-31 14:30:00
375,ST-000375,Mock City 375,30.242377,-98.969373,2026-08-31 14:30:00
376,ST-000376,Mock City 376,12.515483,77.094525,2026-08-31 14:30:00
377,ST-000377,Mock City 377,53.860201,-5.187101,2026-08-31 14:30:00
378,ST-000378,Mock City 378,43.142611,-78.802179,2026-08-31 14:30:00
379,ST-000379,Mock City 379,36.702853,-120.550719,2026-08-31 14:30:00
380,ST-000380,Mock City 380,39.984498,-77.33711,2026-08-31 14:30:00
381,ST-000381,Mock City 381,30.131678,-98.299549,2026-08-31 14:30:00
382,ST-000382,Mock City 382,12.441421,79.005154,2026-08-31 14:30:00
383,ST-000383,Mock City 383,53.062325,-6.216511,2026-08-31 14:30:00
384,ST-000384,Mock City 384,45.117558,-78.910219,2026-08-31 14:30:00
385,ST-000385,Mock City 385,37.465981,-122.146557,2026-08-31 14:30:00
386,ST-000386,Mock City 386,38.106548,-77.902062,2026-08-31 14:30:00
387,ST-000387,Mock City 387,31.036529,-97.366874,2026-08-31 14:30:00
388,ST-000388,Mock City 388,13.751572,76.705275,2026-08-31 14:30:00
389,ST-000389,Mock City 389,53.497459,-4.977282,2026-08-31 14:30:00
390,ST-000390,Mock City 390,43.467548,-78.78845,2026-08-31 14:30:00
391,ST-000391,Mock City 391,36.202478,-120.46686,2026-08-31 14:30:00
392,ST-000392,Mock City 392,39.370415,-78.269508,2026-08-31 14:30:00
393,ST-000393,Mock City 393,29.242334,-97.590583,2026-08-31 14:30:00
394,ST-000394,Mock City 394,13.128354,76.374228,2026-08-31 14:30:00
395,ST-000395,Mock City 395,54.826571,-5.02151,2026-08-31 14:30:00
396,ST-000396,Mock City 396,43.537544,-80.530802,2026-08-31 14:30:00
397,ST-000397,Mock City 397,38.33463,-121.891173,2026-08-31 14:30:00
398,ST-000398,Mock City 398,39.69361,-77.460784,2026-08-31 14:30:00
399,ST-000399,Mock City 399,29.587475,-96.738928,2026-08-31 14:30:00
400,ST-000400,Mock City 400,14.412334,76.825793,2026-08-31 14:30:00
