user_id,prev_loc,curr_loc,updated_at
MOCK-USR-000207,SRID=4326;POINT(-98.598423 30.084306),SRID=4326;POINT(-98.606878 30.073685),2026-01-25 16:47:06
MOCK-USR-000208,SRID=4326;POINT(78.752498 12.897868),SRID=4326;POINT(78.769578 12.911191),2026-02-11 23:55:33
MOCK-USR-000209,SRID=4326;POINT(-7.248608 54.231414),SRID=4326;POINT(-7.257087 54.229136),2026-02-09 11:21:57
MOCK-USR-000210,SRID=4326;POINT(-79.369931 42.446785),SRID=4326;POINT(-79.364130 42.437235),2026-03-01 23:58:26
MOCK-USR-000211,SRID=4326;POINT(-122.376589 37.761771),SRID=4326;POINT(-122.384594 37.751465),2026-02-27 19:46:49
MOCK-USR-000212,SRID=4326;POINT(-76.715455 39.977840),SRID=4326;POINT(-76.710250 39.974097),2026-02-12 02:29:24
MOCK-USR-000213,SRID=4326;POINT(-98.544906 30.757362),SRID=4326;POINT(-98.555826 30.766190),2026-02-13 12:19:31
MOCK-USR-000214,SRID=4326;POINT(76.205477 12.076031),SRID=4326;POINT(76.191714 12.072838),2026-02-17 20:18:20
MOCK-USR-000215,SRID=4326;POINT(-6.289878 52.581443),SRID=4326;POINT(-6.307680 52.599766),2026-02-11 17:27:33
MOCK-USR-000216,SRID=4326;POINT(-80.686674 44.663123),SRID=4326;POINT(-80.677628 44.678381),2026-02-05 20:14:56
MOCK-USR-000217,SRID=4326;POINT(-121.527193 37.112122),SRID=4326;POINT(-121.511438 37.107875),2026-02-05 13:42:17
MOCK-USR-000218,SRID=4326;POINT(-76.896916 38.119711),SRID=4326;POINT(-76.878010 38.109517),2026-03-03 12:57:34
MOCK-USR-000219,SRID=4326;POINT(-98.503071 30.201763),SRID=4326;POINT(-98.491197 30.220732),2026-02-27 02:27:46
MOCK-USR-000220,SRID=4326;POINT(76.117115 13.434065),SRID=4326;POINT(76.108465 13.417345),2026-02-26 17:28:56
MOCK-USR-000221,SRID=4326;POINT(-5.419025 54.108199),SRID=4326;POINT(-5.428291 54.088476),2026-02-05 13:22:51
MOCK-USR-000222,SRID=4326;POINT(-79.627090 42.486886),SRID=4326;POINT(-79.618134 42.486604),2026-02-06 00:47:32
MOCK-USR-000223,SRID=4326;POINT(-120.531896 36.373414),SRID=4326;POINT(-120.540101 36.389396),2026-03-09 17:20:12
MOCK-USR-000224,SRID=4326;POINT(-78.825654 39.114461),SRID=4326;POINT(-78.829108 39.124624),2026-02-19 19:43:12
MOCK-USR-000225,SRID=4326;POINT(-96.687955 29.503223),SRID=4326;POINT(-96.679259 29.493881),2026-02-09 20:40:56
MOCK-USR-000226,SRID=4326;POINT(78.496507 12.842542),SRID=4326;POINT(78.513817 12.862414),2026-02-16 17:39:13
MOCK-USR-000227,SRID=4326;POINT(-4.807483 53.842834),SRID=4326;POINT(-4.810839 53.847623),2026-03-11 21:22:30
MOCK-USR-000228,SRID=4326;POINT(-78.005920 43.977232),SRID=4326;POINT(-78.012639 43.962230),2026-03-04 21:50:40
MOCK-USR-000229,SRID=4326;POINT(-121.542101 38.503840),SRID=4326;POINT(-121.560618 38.515083),2026-02-28 16:26:28
MOCK-USR-000230,SRID=4326;POINT(-77.503361 39.709957),SRID=4326;POINT(-77.496117 39.711367),2026-03-06 12:22:44
MOCK-USR-000231,SRID=4326;POINT(-97.600893 31.287518),SRID=4326;POINT(-97.600460 31.275329),2026-02-11 19:43:15
MOCK-USR-000232,SRID=4326;POINT(78.304833 14.163339),SRID=4326;POINT(78.308472 14.149299),2026-02-27 22:49:20
MOCK-USR-000233,SRID=4326;POINT(-6.973755 53.265505),SRID=4326;POINT(-6.964183 53.268497),2026-02-26 14:17:31
MOCK-USR-000234,SRID=4326;POINT(-79.008626 42.901000),SRID=4326;POINT(-78.997478 42.903095),2026-03-25 12:34:13
MOCK-USR-000235,SRID=4326;POINT(-121.811404 38.155701),SRID=4326;POINT(-121.815603 38.162514),2026-03-10 10:46:01
MOCK-USR-000236,SRID=4326;POINT(-78.162970 39.434979),SRID=4326;POINT(-78.173611 39.440871),2026-03-20 13:41:03
MOCK-USR-000237,SRID=4326;POINT(-98.402582 28.977656),SRID=4326;POINT(-98.404010 28.991376),2026-02-26 17:18:51
MOCK-USR-000238,SRID=4326;POINT(77.054266 12.285969),SRID=4326;POINT(77.036666 12.276635),2026-03-22 10:54:01
MOCK-USR-000239,SRID=4326;POINT(-7.336374 53.452038),SRID=4326;POINT(-7.327697 53.470347),2026-03-05 09:14:40
MOCK-USR-000240,SRID=4326;POINT(-78.817721 42.844694),SRID=4326;POINT(-78.823932 42.833331),2026-03-08 12:52:47
MOCK-USR-000241,SRID=4326;POINT(-123.184037 37.940188),SRID=4326;POINT(-123.193342 37.932049),2026-03-26 11:00:47
MOCK-USR-000242,SRID=4326;POINT(-77.341016 38.737976),SRID=4326;POINT(-77.354275 38.742331),2026-03-20 21:50:20
MOCK-USR-000243,SRID=4326;POINT(-98.650481 30.027488),SRID=4326;POINT(-98.634468 30.029132),2026-03-18 23:36:30
MOCK-USR-000244,SRID=4326;POINT(78.783592 12.724056),SRID=4326;POINT(78.792450 12.727803),2026-03-29 21:58:44
MOCK-USR-000245,SRID=4326;POINT(-5.706952 53.586596),SRID=4326;POINT(-5.702698 53.586715),2026-03-02 21:48:34
MOCK-USR-000246,SRID=4326;POINT(-78.568620 44.702734),SRID=4326;POINT(-78.557905 44.706840),2026-03-03 18:30:36
MOCK-USR-000247,SRID=4326;POINT(-123.366216 36.988322),SRID=4326;POINT(-123.350031 36.969289),2026-03-29 14:13:55
MOCK-USR-000248,SRID=4326;POINT(-76.731847 38.587632),SRID=4326;POINT(-76.732783 38.574109),2026-03-03 01:48:14
MOCK-USR-000249,SRID=4326;POINT(-96.408097 31.306180),SRID=4326;POINT(-96.394122 31.312665),2026-04-07 20:44:36
MOCK-USR-000250,SRID=4326;POINT(78.325732 12.739319),SRID=4326;POINT(78.323236 12.750950),2026-03-21 19:34:31
MOCK-USR-000251,SRID=4326;POINT(-5.923664 53.478085),SRID=4326;POINT(-5.938010 53.477507),2026-03-29 11:58:06
MOCK-USR-000252,SRID=4326;POINT(-80.199596 42.793841),SRID=4326;POINT(-80.209522 42.807357),2026-03-10 11:12:28
MOCK-USR-000253,SRID=4326;POINT(-123.298531 37.173885),SRID=4326;POINT(-123.299515 37.168838),2026-04-08 17:47:55
MOCK-USR-000254,SRID=4326;POINT(-76.970400 38.543573),SRID=4326;POINT(-76.962169 38.546153),2026-03-26 00:17:33
MOCK-USR-000255,SRID=4326;POINT(-98.760608 29.975586),SRID=4326;POINT(-98.768009 29.983979),2026-04-08 22:45:23
MOCK-USR-000256,SRID=4326;POINT(76.469991 12.865304),SRID=4326;POINT(76.460120 12.872097),2026-04-06 11:10:33
MOCK-USR-000257,SRID=4326;POINT(-7.678915 53.704452),SRID=4326;POINT(-7.698647 53.705632),2026-03-20 12:19:44
MOCK-USR-000258,SRID=4326;POINT(-79.205316 43.340145),SRID=4326;POINT(-79.187760 43.346904),2026-03-13 21:38:10
MOCK-USR-000259,SRID=4326;POINT(-121.454485 35.921485),SRID=4326;POINT(-121.435050 35.927687),2026-04-06 16:17:18
MOCK-USR-000260,SRID=4326;POINT(-77.583841 37.960307),SRID=4326;POINT(-77.586286 37.942934),2026-03-15 21:42:12
MOCK-USR-000261,SRID=4326;POINT(-98.120255 28.881366),SRID=4326;POINT(-98.122802 28.894233),2026-04-18 17:51:33
MOCK-USR-000262,SRID=4326;POINT(77.082545 12.100077),SRID=4326;POINT(77.091456 12.096391),2026-04-12 21:42:58
MOCK-USR-000263,SRID=4326;POINT(-6.622266 54.133138),SRID=4326;POINT(-6.605919 54.113575),2026-03-25 01:09:09
MOCK-USR-000264,SRID=4326;POINT(-78.415939 44.447544),SRID=4326;POINT(-78.398027 44.431706),2026-04-12 00:51:28
MOCK-USR-000265,SRID=4326;POINT(-123.138153 36.569332),SRID=4326;POINT(-123.140558 36.584640),2026-04-15 20:49:24
MOCK-USR-000266,SRID=4326;POINT(-77.352492 37.591883),SRID=4326;POINT(-77.367824 37.590656),2026-04-03 14:10:40
MOCK-USR-000267,SRID=4326;POINT(-98.178031 31.786919),SRID=4326;POINT(-98.189590 31.787316),2026-04-15 00:07:35
MOCK-USR-000268,SRID=4326;POINT(78.471097 13.416928),SRID=4326;POINT(78.460267 13.402713),2026-04-01 22:46:27
MOCK-USR-000269,SRID=4326;POINT(-5.477395 53.815281),SRID=4326;POINT(-5.472364 53.827642),2026-04-12 17:12:28
MOCK-USR-000270,SRID=4326;POINT(-80.263505 44.976866),SRID=4326;POINT(-80.279947 44.983728),2026-03-21 17:32:58
MOCK-USR-000271,SRID=4326;POINT(-122.960899 35.870501),SRID=4326;POINT(-122.942656 35.871352),2026-03-25 13:17:40
MOCK-USR-000272,SRID=4326;POINT(-76.948079 37.964143),SRID=4326;POINT(-76.953369 37.944254),2026-04-26 17:11:30
MOCK-USR-000273,SRID=4326;POINT(-98.631348 30.447171),SRID=4326;POINT(-98.617476 30.431401),2026-04-01 12:55:54
MOCK-USR-000274,SRID=4326;POINT(78.421541 13.547411),SRID=4326;POINT(78.416042 13.565169),2026-04-28 13:20:06
MOCK-USR-000275,SRID=4326;POINT(-5.976240 52.386731),SRID=4326;POINT(-5.956907 52.382171),2026-04-15 21:54:57
MOCK-USR-000276,SRID=4326;POINT(-80.533737 44.439093),SRID=4326;POINT(-80.534390 44.421320),2026-03-30 20:25:26
MOCK-USR-000277,SRID=4326;POINT(-120.485795 38.263581),SRID=4326;POINT(-120.476460 38.277680),2026-04-14 14:28:02
MOCK-USR-000278,SRID=4326;POINT(-78.902125 37.884831),SRID=4326;POINT(-78.915810 37.879419),2026-05-03 14:19:17
MOCK-USR-000279,SRID=4326;POINT(-97.229639 29.693579),SRID=4326;POINT(-97.213083 29.680135),2026-04-04 18:05:07
MOCK-USR-000280,SRID=4326;POINT(77.284333 14.363538),SRID=4326;POINT(77.265703 14.359892),2026-04-13 16:50:00
MOCK-USR-000281,SRID=4326;POINT(-7.517368 54.010194),SRID=4326;POINT(-7.509679 53.992465),2026-04-13 21:41:57
MOCK-USR-000282,SRID=4326;POINT(-79.017556 44.205155),SRID=4326;POINT(-79.008714 44.213672),2026-04-16 21:20:26
MOCK-USR-000283,SRID=4326;POINT(-121.096529 36.149443),SRID=4326;POINT(-121.086904 36.130272),2026-05-04 21:16:05
MOCK-USR-000284,SRID=4326;POINT(-77.197247 40.105075),SRID=4326;POINT(-77.195233 40.099402),2026-04-14 19:43:53
MOCK-USR-000285,SRID=4326;POINT(-96.283705 29.143573),SRID=4326;POINT(-96.286454 29.157345),2026-04-23 18:22:41
MOCK-USR-000286,SRID=4326;POINT(77.174046 13.812101),SRID=4326;POINT(77.164320 13.810037),2026-04-19 17:05:32
MOCK-USR-000287,SRID=4326;POINT(-6.662255 53.134906),SRID=4326;POINT(-6.662936 53.118029),2026-04-16 02:11:30
MOCK-USR-000288,SRID=4326;POINT(-79.863633 43.671408),SRID=4326;POINT(-79.867169 43.676291),2026-04-14 14:20:44
MOCK-USR-000289,SRID=4326;POINT(-120.955445 38.405943),SRID=4326;POINT(-120.948833 38.409087),2026-04-21 00:57:06
MOCK-USR-000290,SRID=4326;POINT(-76.126157 37.836240),SRID=4326;POINT(-76.107027 37.848794),2026-05-17 00:29:37
MOCK-USR-000291,SRID=4326;POINT(-96.749629 30.677556),SRID=4326;POINT(-96.758564 30.687812),2026-05-06 22:21:30
MOCK-USR-000292,SRID=4326;POINT(77.444191 13.555306),SRID=4326;POINT(77.426800 13.565934),2026-05-09 21:06:26
MOCK-USR-000293,SRID=4326;POINT(-4.869346 54.059567),SRID=4326;POINT(-4.869834 54.078425),2026-05-16 16:56:38
MOCK-USR-000294,SRID=4326;POINT(-78.447986 42.976119),SRID=4326;POINT(-78.454523 42.990537),2026-04-23 14:05:19
MOCK-USR-000295,SRID=4326;POINT(-121.969987 37.430276),SRID=4326;POINT(-121.955886 37.450242),2026-04-20 13:19:19
MOCK-USR-000296,SRID=4326;POINT(-76.822332 38.818301),SRID=4326;POINT(-76.812122 38.834694),2026-05-09 19:35:54
MOCK-USR-000297,SRID=4326;POINT(-96.689807 29.569860),SRID=4326;POINT(-96.697278 29.571028),2026-05-11 19:58:30
MOCK-USR-000298,SRID=4326;POINT(76.355512 13.959999),SRID=4326;POINT(76.370372 13.976166),2026-05-08 15:25:49
MOCK-USR-000299,SRID=4326;POINT(-7.019134 54.510865),SRID=4326;POINT(-7.014888 54.513881),2026-05-26 10:22:31
MOCK-USR-000300,SRID=4326;POINT(-79.050928 43.541340),SRID=4326;POINT(-79.045694 43.530627),2026-04-20 20:32:52
MOCK-USR-000301,SRID=4326;POINT(-123.303947 36.985566),SRID=4326;POINT(-123.291465 37.000043),2026-04-26 17:19:27
MOCK-USR-000302,SRID=4326;POINT(-78.468644 40.075733),SRID=4326;POINT(-78.461087 40.089703),2026-04-24 23:52:30
MOCK-USR-000303,SRID=4326;POINT(-96.847005 29.417612),SRID=4326;POINT(-96.854299 29.431071),2026-04-28 15:29:51
MOCK-USR-000304,SRID=4326;POINT(78.723786 12.518280),SRID=4326;POINT(78.711644 12.503781),2026-05-02 17:10:20
MOCK-USR-000305,SRID=4326;POINT(-6.915816 53.945836),SRID=4326;POINT(-6.934212 53.946390),2026-04-28 19:27:49
MOCK-USR-000306,SRID=4326;POINT(-78.012203 42.163790),SRID=4326;POINT(-78.024488 42.179152),2026-05-26 21:32:23
MOCK-USR-000307,SRID=4326;POINT(-121.210616 36.100156),SRID=4326;POINT(-121.197770 36.115689),2026-05-21 16:34:48
MOCK-USR-000308,SRID=4326;POINT(-76.719073 39.005924),SRID=4326;POINT(-76.722679 38.988557),2026-06-06 19:32:52
MOCK-USR-000309,SRID=4326;POINT(-97.292789 30.816715),SRID=4326;POINT(-97.307505 30.835121),2026-06-06 21:23:03
MOCK-USR-000310,SRID=4326;POINT(78.476413 12.921049),SRID=4326;POINT(78.463647 12.929204),2026-05-18 22:17:11
MOCK-USR-000311,SRID=4326;POINT(-7.117280 52.115891),SRID=4326;POINT(-7.098705 52.123984),2026-05-03 18:22:46
MOCK-USR-000312,SRID=4326;POINT(-79.995881 44.226244),SRID=4326;POINT(-79.979664 44.242882),2026-05-29 15:40:31
MOCK-USR-000313,SRID=4326;POINT(-121.952286 37.578280),SRID=4326;POINT(-121.969037 37.573590),2026-05-05 18:36:29
MOCK-USR-000314,SRID=4326;POINT(-77.729639 39.130535),SRID=4326;POINT(-77.738592 39.126161),2026-05-09 15:24:32
MOCK-USR-000315,SRID=4326;POINT(-98.254875 31.027554),SRID=4326;POINT(-98.235770 31.030652),2026-05-10 19:46:41
MOCK-USR-000316,SRID=4326;POINT(76.944764 13.610910),SRID=4326;POINT(76.924968 13.608075),2026-05-21 18:32:34
MOCK-USR-000317,SRID=4326;POINT(-7.402479 52.606894),SRID=4326;POINT(-7.399957 52.596465),2026-05-09 17:17:32
MOCK-USR-000318,SRID=4326;POINT(-80.517556 42.746445),SRID=4326;POINT(-80.513844 42.755538),2026-05-16 13:50:26
MOCK-USR-000319,SRID=4326;POINT(-121.101060 37.450851),SRID=4326;POINT(-121.093786 37.431815),2026-05-29 15:14:01
MOCK-USR-000320,SRID=4326;POINT(-78.337897 38.081555),SRID=4326;POINT(-78.350976 38.073073),2026-06-17 23:26:40
MOCK-USR-000321,SRID=4326;POINT(-97.077091 30.224590),SRID=4326;POINT(-97.070809 30.222283),2026-06-08 16:22:52
MOCK-USR-000322,SRID=4326;POINT(77.690974 14.387563),SRID=4326;POINT(77.683065 14.399138),2026-06-06 19:24:16
MOCK-USR-000323,SRID=4326;POINT(-7.454982 52.691582),SRID=4326;POINT(-7.454443 52.708438),2026-06-15 19:05:13
MOCK-USR-000324,SRID=4326;POINT(-80.187004 42.721855),SRID=4326;POINT(-80.185700 42.723795),2026-05-24 16:39:37
MOCK-USR-000325,SRID=4326;POINT(-123.338876 36.391016),SRID=4326;POINT(-123.348931 36.380419),2026-06-15 16:35:47
MOCK-USR-000326,SRID=4326;POINT(-78.144258 39.133859),SRID=4326;POINT(-78.162210 39.138722),2026-05-29 13:06:25
MOCK-USR-000327,SRID=4326;POINT(-97.592414 31.706758),SRID=4326;POINT(-97.578778 31.719613),2026-06-08 18:35:26
MOCK-USR-000328,SRID=4326;POINT(76.473920 13.551719),SRID=4326;POINT(76.479393 13.558943),2026-06-27 15:42:56
MOCK-USR-000329,SRID=4326;POINT(-6.289555 54.444326),SRID=4326;POINT(-6.285713 54.455322),2026-06-16 18:18:52
MOCK-USR-000330,SRID=4326;POINT(-79.179043 44.788330),SRID=4326;POINT(-79.180349 44.796794),2026-05-31 15:48:29
MOCK-USR-000331,SRID=4326;POINT(-122.059296 37.258362),SRID=4326;POINT(-122.055708 37.239392),2026-06-04 21:01:39
MOCK-USR-000332,SRID=4326;POINT(-78.830245 38.086694),SRID=4326;POINT(-78.833068 38.103473),2026-06-30 18:01:20
MOCK-USR-000333,SRID=4326;POINT(-97.784308 31.577753),SRID=4326;POINT(-97.802382 31.570379),2026-06-16 17:47:38
MOCK-USR-000334,SRID=4326;POINT(77.276615 13.955155),SRID=4326;POINT(77.278304 13.938627),2026-06-05 17:11:30
MOCK-USR-000335,SRID=4326;POINT(-5.894970 52.031242),SRID=4326;POINT(-5.898074 52.050006),2026-07-02 23:15:43
MOCK-USR-000336,SRID=4326;POINT(-80.417793 42.362322),SRID=4326;POINT(-80.417802 42.343410),2026-06-16 12:51:38
MOCK-USR-000337,SRID=4326;POINT(-122.451526 37.494204),SRID=4326;POINT(-122.461470 37.511411),2026-06-30 02:43:26
MOCK-USR-000338,SRID=4326;POINT(-78.667422 40.543968),SRID=4326;POINT(-78.657823 40.547284),2026-07-06 01:07:45
MOCK-USR-000339,SRID=4326;POINT(-97.445444 31.086526),SRID=4326;POINT(-97.427836 31.073416),2026-05-31 20:53:52
MOCK-USR-000340,SRID=4326;POINT(76.794906 13.842958),SRID=4326;POINT(76.797304 13.837788),2026-06-15 11:06:09
MOCK-USR-000341,SRID=4326;POINT(-6.431091 53.437099),SRID=4326;POINT(-6.416769 53.430838),2026-06-13 16:50:30
MOCK-USR-000342,SRID=4326;POINT(-78.278210 43.440153),SRID=4326;POINT(-78.294178 43.457191),2026-06-17 21:48:15
MOCK-USR-000343,SRID=4326;POINT(-122.465496 38.807506),SRID=4326;POINT(-122.473479 38.796012),2026-06-04 20:17:38
MOCK-USR-000344,SRID=4326;POINT(-77.176367 39.374604),SRID=4326;POINT(-77.171201 39.385763),2026-06-22 16:45:18
MOCK-USR-000345,SRID=4326;POINT(-96.405113 31.000050),SRID=4326;POINT(-96.412045 30.991526),2026-06-12 13:47:51
MOCK-USR-000346,SRID=4326;POINT(76.738342 12.091703),SRID=4326;POINT(76.749225 12.101411),2026-06-14 12:37:19
MOCK-USR-000347,SRID=4326;POINT(-7.256016 53.826468),SRID=4326;POINT(-7.275861 53.816649),2026-06-16 20:30:39
MOCK-USR-000348,SRID=4326;POINT(-80.651843 42.683316),SRID=4326;POINT(-80.652777 42.683272),2026-07-08 17:55:59
MOCK-USR-000349,SRID=4326;POINT(-122.040671 35.867834),SRID=4326;POINT(-122.035866 35.868474),2026-06-22 23:04:21
MOCK-USR-000350,SRID=4326;POINT(-78.125466 39.311965),SRID=4326;POINT(-78.134617 39.307620),2026-07-01 17:41:12
MOCK-USR-000351,SRID=4326;POINT(-97.083872 29.475440),SRID=4326;POINT(-97.097471 29.459188),2026-06-22 22:57:14
MOCK-USR-000352,SRID=4326;POINT(77.443784 13.574371),SRID=4326;POINT(77.450603 13.590418),2026-07-15 18:17:35
MOCK-USR-000353,SRID=4326;POINT(-4.957673 53.916551),SRID=4326;POINT(-4.960341 53.934312),2026-06-23 15:15:16
MOCK-USR-000354,SRID=4326;POINT(-78.975808 44.487482),SRID=4326;POINT(-78.994983 44.500384),2026-06-18 16:35:17
MOCK-USR-000355,SRID=4326;POINT(-120.574945 37.851995),SRID=4326;POINT(-120.560247 37.835749),2026-06-28 16:03:13
MOCK-USR-000356,SRID=4326;POINT(-77.347359 38.822928),SRID=4326;POINT(-77.348837 38.824358),2026-07-25 10:20:50
MOCK-USR-000357,SRID=4326;POINT(-96.552986 30.675225),SRID=4326;POINT(-96.540882 30.691890),2026-07-25 00:37:13
MOCK-USR-000358,SRID=4326;POINT(76.295606 13.936681),SRID=4326;POINT(76.279406 13.939491),2026-06-29 23:49:41
MOCK-USR-000359,SRID=4326;POINT(-6.861530 52.373389),SRID=4326;POINT(-6.852360 52.377102),2026-07-21 02:11:21
MOCK-USR-000360,SRID=4326;POINT(-79.133802 44.392911),SRID=4326;POINT(-79.148493 44.400925),2026-07-24 20:21:17
MOCK-USR-000361,SRID=4326;POINT(-122.999008 36.711649),SRID=4326;POINT(-123.016836 36.692560),2026-07-22 23:00:20
MOCK-USR-000362,SRID=4326;POINT(-76.900552 39.619999),SRID=4326;POINT(-76.907471 39.609581),2026-07-19 15:59:55
MOCK-USR-000363,SRID=4326;POINT(-97.728216 31.590808),SRID=4326;POINT(-97.739368 31.603502),2026-07-24 16:13:19
MOCK-USR-000364,SRID=4326;POINT(76.329752 12.926304),SRID=4326;POINT(76.337750 12.942187),2026-07-02 23:13:36
MOCK-USR-000365,SRID=4326;POINT(-6.434136 51.960198),SRID=4326;POINT(-6.448230 51.948765),2026-07-15 02:42:10
MOCK-USR-000366,SRID=4326;POINT(-80.111696 43.160584),SRID=4326;POINT(-80.122887 43.149034),2026-07-11 20:14:59
MOCK-USR-000367,SRID=4326;POINT(-120.488251 36.133072),SRID=4326;POINT(-120.480501 36.138241),2026-07-16 21:53:47
MOCK-USR-000368,SRID=4326;POINT(-77.277779 40.050665),SRID=4326;POINT(-77.258006 40.040157),2026-07-19 17:03:26
MOCK-USR-000369,SRID=4326;POINT(-96.220187 31.628837),SRID=4326;POINT(-96.228360 31.648058),2026-07-14 16:42:45
MOCK-USR-000370,SRID=4326;POINT(76.869850 13.505498),SRID=4326;POINT(76.874554 13.508398),2026-07-11 20:35:47
MOCK-USR-000371,SRID=4326;POINT(-5.512111 51.968507),SRID=4326;POINT(-5.495088 51.977548),2026-07-30 18:20:46
MOCK-USR-000372,SRID=4326;POINT(-78.906267 43.603074),SRID=4326;POINT(-78.901870 43.591825),2026-08-08 22:15:17
MOCK-USR-000373,SRID=4326;POINT(-122.866950 38.553685),SRID=4326;POINT(-122.868466 38.559977),2026-07-09 23:59:18
MOCK-USR-000374,SRID=4326;POINT(-77.057047 39.270828),SRID=4326;POINT(-77.068056 39.277846),2026-07-12 19:52:09
MOCK-USR-000375,SRID=4326;POINT(-98.972549 30.244353),SRID=4326;POINT(-98.965663 30.246822),2026-07-21 01:48:42
MOCK-USR-000376,SRID=4326;POINT(77.092894 12.498219),SRID=4326;POINT(77.082010 12.517345),2026-07-25 15:55:50
MOCK-USR-000377,SRID=4326;POINT(-5.202985 53.899891),SRID=4326;POINT(-5.190351 53.884507),2026-07-29 21:14:29
MOCK-USR-000378,SRID=4326;POINT(-78.769748 43.114911),SRID=4326;POINT(-78.773893 43.124550),2026-08-02 15:08:07
MOCK-USR-000379,SRID=4326;POINT(-120.550402 36.678553),SRID=4326;POINT(-120.551538 36.696631),2026-08-13 23:23:01
MOCK-USR-000380,SRID=4326;POINT(-77.316440 40.029161),SRID=4326;POINT(-77.309523 40.014237),2026-08-14 22:31:18
MOCK-USR-000381,SRID=4326;POINT(-98.266514 30.142353),SRID=4326;POINT(-98.285483 30.139740),2026-08-11 11:34:10
MOCK-USR-000382,SRID=4326;POINT(78.990896 12.451863),SRID=4326;POINT(79.003261 12.445857),2026-08-07 14:49:43
MOCK-USR-000383,SRID=4326;POINT(-6.207061 53.080042),SRID=4326;POINT(-6.193150 53.060268),2026-08-17 19:04:11
MOCK-USR-000384,SRID=4326;POINT(-78.875412 45.124379),SRID=4326;POINT(-78.893352 45.114801),2026-07-31 09:25:36
MOCK-USR-000385,SRID=4326;POINT(-122.160265 37.453744),SRID=4326;POINT(-122.153160 37.473402),2026-07-28 16:16:54
MOCK-USR-000386,SRID=4326;POINT(-77.879984 38.096503),SRID=4326;POINT(-77.892845 38.108490),2026-08-20 16:57:56
MOCK-USR-000387,SRID=4326;POINT(-97.403941 31.010199),SRID=4326;POINT(-97.387977 31.017860),2026-07-18 19:38:54
MOCK-USR-000388,SRID=4326;POINT(76.725168 13.747075),SRID=4326;POINT(76.732555 13.753977),2026-07-29 16:42:13
MOCK-USR-000389,SRID=4326;POINT(-4.931027 53.466575),SRID=4326;POINT(-4.947822 53.477256),2026-08-15 15:01:08
MOCK-USR-000390,SRID=4326;POINT(-78.786185 43.485356),SRID=4326;POINT(-78.795943 43.487597),2026-08-16 19:24:03
MOCK-USR-000391,SRID=4326;POINT(-120.471942 36.191649),SRID=4326;POINT(-120.484522 36.196429),2026-02-07 18:11:32
MOCK-USR-000392,SRID=4326;POINT(-78.254547 39.332532),SRID=4326;POINT(-78.254112 39.347717),2026-01-23 00:22:47
MOCK-USR-000393,SRID=4326;POINT(-97.567080 29.235785),SRID=4326;POINT(-97.561474 29.223793),2026-02-01 13:32:07
MOCK-USR-000394,SRID=4326;POINT(76.406732 13.094802),SRID=4326;POINT(76.392433 13.098789),2026-01-08 20:23:19
MOCK-USR-000395,SRID=4326;POINT(-5.004341 54.842502),SRID=4326;POINT(-5.012390 54.853327),2026-01-30 02:41:51
MOCK-USR-000396,SRID=4326;POINT(-80.487055 43.517680),SRID=4326;POINT(-80.502948 43.508495),2026-01-21 11:09:54
MOCK-USR-000397,SRID=4326;POINT(-121.905693 38.324735),SRID=4326;POINT(-121.913496 38.338505),2026-01-20 13:03:38
MOCK-USR-000398,SRID=4326;POINT(-77.478995 39.672212),SRID=4326;POINT(-77.465891 39.685912),2026-01-19 22:09:47
MOCK-USR-000399,SRID=4326;POINT(-96.762462 29.596715),SRID=4326;POINT(-96.762365 29.610220),2026-02-01 17:25:40
MOCK-USR-000400,SRID=4326;POINT(76.778642 14.400682),SRID=4326;POINT(76.797502 14.419649),2026-01-19 22:02:47
